x,y,p0,p1,p2
-2.0275562,-0.7954597,1,0.00000000000006952629,0.00000000037236897
-2.0275562,-0.7454597,1,0.00000000000012490683,0.0000000012043879
-2.0275562,-0.69545966,1,0.00000000000022439979,0.000000003895442
-2.0275562,-0.64545965,1,0.00000000000040314342,0.0000000125993695
-2.0275562,-0.59545964,1,0.00000000000072426364,0.000000040751164
-2.0275562,-0.5454596,0.9999999,0.0000000000013011667,0.00000013180504
-2.0275562,-0.49545962,0.9999995,0.0000000000023375984,0.00000042630722
-2.0275562,-0.4454596,0.99999857,0.000000000004199587,0.0000013788388
-2.0275562,-0.3954596,0.9999956,0.000000000007544693,0.0000044596813
-2.0275562,-0.34545958,0.999985,0.000000000013952837,0.000014988983
-2.0275562,-0.29545957,0.9999467,0.000000000026919121,0.000053284322
-2.0275562,-0.24545957,0.99981064,0.00000000005192981,0.00018940204
-2.0275562,-0.19545957,0.9993155,0.00000000010206365,0.0006845402
-2.0275562,-0.14545958,0.9974426,0.0000000002081989,0.002557419
-2.0275562,-0.09545958,0.9904943,0.00000000042253598,0.0095056975
